Model,Test Row Index,Subject ID,True Class,Predicted Class,SVM score true,SVM score predicted
MLP,197,16,STANDING,SITTING,,
MLP,198,16,STANDING,SITTING,,
MLP,199,16,STANDING,SITTING,,
MLP,200,16,STANDING,SITTING,,
MLP,201,16,STANDING,SITTING,,
MLP,202,16,STANDING,SITTING,,
MLP,203,16,STANDING,SITTING,,
MLP,204,16,STANDING,SITTING,,
MLP,205,16,STANDING,SITTING,,
MLP,206,16,STANDING,SITTING,,
MLP,207,16,STANDING,SITTING,,
MLP,208,16,STANDING,SITTING,,
MLP,209,16,STANDING,SITTING,,
MLP,210,16,STANDING,SITTING,,
MLP,211,16,STANDING,SITTING,,
MLP,212,16,STANDING,SITTING,,
MLP,213,16,STANDING,SITTING,,
MLP,214,16,STANDING,SITTING,,
MLP,215,16,STANDING,SITTING,,
MLP,216,16,STANDING,SITTING,,
MLP,217,16,STANDING,SITTING,,
MLP,218,16,STANDING,SITTING,,
MLP,219,16,STANDING,SITTING,,
MLP,220,16,STANDING,SITTING,,
MLP,229,16,SITTING,STANDING,,
MLP,230,16,SITTING,STANDING,,
MLP,236,16,SITTING,STANDING,,
MLP,237,16,SITTING,STANDING,,
MLP,238,16,SITTING,STANDING,,
MLP,239,16,SITTING,STANDING,,
MLP,240,16,SITTING,STANDING,,
MLP,242,16,SITTING,STANDING,,
MLP,249,16,SITTING,STANDING,,
MLP,250,16,SITTING,STANDING,,
MLP,254,16,SITTING,STANDING,,
MLP,263,16,LAYING,STANDING,,
MLP,264,16,LAYING,STANDING,,
MLP,271,16,LAYING,STANDING,,
MLP,281,16,LAYING,STANDING,,
MLP,282,16,LAYING,STANDING,,
MLP,283,16,LAYING,STANDING,,
MLP,284,16,LAYING,STANDING,,
MLP,287,16,LAYING,STANDING,,
MLP,290,16,LAYING,STANDING,,
MLP,291,16,LAYING,STANDING,,
MLP,365,16,WALKING_UPSTAIRS,SITTING,,
MLP,385,25,STANDING,SITTING,,
MLP,396,25,STANDING,SITTING,,
MLP,397,25,STANDING,SITTING,,
MLP,439,25,LAYING,STANDING,,
MLP,441,25,LAYING,WALKING_UPSTAIRS,,
MLP,442,25,LAYING,STANDING,,
MLP,507,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,508,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,514,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,515,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,516,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,517,25,WALKING_DOWNSTAIRS,WALKING,,
MLP,518,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,519,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,520,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,521,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,524,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,526,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,528,25,WALKING_DOWNSTAIRS,WALKING,,
MLP,529,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,530,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,532,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,533,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,534,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,535,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,589,25,STANDING,SITTING,,
MLP,623,25,SITTING,STANDING,,
MLP,651,25,LAYING,STANDING,,
MLP,665,25,LAYING,SITTING,,
MLP,668,25,LAYING,SITTING,,
MLP,679,25,WALKING,WALKING_UPSTAIRS,,
MLP,717,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,726,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,727,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,728,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,736,25,WALKING_DOWNSTAIRS,WALKING,,
MLP,739,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,740,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,743,25,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,838,28,SITTING,STANDING,,
MLP,839,28,SITTING,STANDING,,
MLP,840,28,SITTING,STANDING,,
MLP,841,28,SITTING,STANDING,,
MLP,844,28,SITTING,STANDING,,
MLP,845,28,SITTING,STANDING,,
MLP,848,28,SITTING,STANDING,,
MLP,849,28,SITTING,STANDING,,
MLP,850,28,SITTING,STANDING,,
MLP,851,28,SITTING,STANDING,,
MLP,852,28,SITTING,STANDING,,
MLP,855,28,SITTING,STANDING,,
MLP,856,28,SITTING,STANDING,,
MLP,857,28,SITTING,STANDING,,
MLP,860,28,SITTING,STANDING,,
MLP,861,28,LAYING,STANDING,,
MLP,862,28,LAYING,STANDING,,
MLP,863,28,LAYING,STANDING,,
MLP,864,28,LAYING,STANDING,,
MLP,865,28,LAYING,STANDING,,
MLP,866,28,LAYING,STANDING,,
MLP,869,28,LAYING,STANDING,,
MLP,870,28,LAYING,STANDING,,
MLP,871,28,LAYING,STANDING,,
MLP,872,28,LAYING,STANDING,,
MLP,873,28,LAYING,STANDING,,
MLP,874,28,LAYING,STANDING,,
MLP,875,28,LAYING,STANDING,,
MLP,876,28,LAYING,STANDING,,
MLP,877,28,LAYING,STANDING,,
MLP,878,28,LAYING,STANDING,,
MLP,1026,28,SITTING,STANDING,,
MLP,1027,28,SITTING,STANDING,,
MLP,1028,28,SITTING,STANDING,,
MLP,1029,28,SITTING,STANDING,,
MLP,1030,28,SITTING,STANDING,,
MLP,1032,28,SITTING,STANDING,,
MLP,1034,28,SITTING,STANDING,,
MLP,1035,28,SITTING,STANDING,,
MLP,1036,28,SITTING,STANDING,,
MLP,1037,28,SITTING,STANDING,,
MLP,1038,28,SITTING,STANDING,,
MLP,1039,28,SITTING,STANDING,,
MLP,1040,28,SITTING,STANDING,,
MLP,1041,28,SITTING,STANDING,,
MLP,1042,28,SITTING,STANDING,,
MLP,1043,28,SITTING,STANDING,,
MLP,1044,28,SITTING,STANDING,,
MLP,1045,28,SITTING,STANDING,,
MLP,1046,28,SITTING,STANDING,,
MLP,1047,28,SITTING,STANDING,,
MLP,1057,28,LAYING,STANDING,,
MLP,1061,28,LAYING,STANDING,,
MLP,1062,28,LAYING,STANDING,,
MLP,1093,28,WALKING,WALKING_UPSTAIRS,,
MLP,1159,29,STANDING,SITTING,,
MLP,1160,29,STANDING,SITTING,,
MLP,1161,29,STANDING,SITTING,,
MLP,1166,29,STANDING,SITTING,,
MLP,1167,29,STANDING,SITTING,,
MLP,1168,29,STANDING,SITTING,,
MLP,1169,29,STANDING,SITTING,,
MLP,1170,29,STANDING,SITTING,,
MLP,1173,29,STANDING,SITTING,,
MLP,1175,29,STANDING,SITTING,,
MLP,1177,29,STANDING,SITTING,,
MLP,1178,29,STANDING,SITTING,,
MLP,1179,29,STANDING,SITTING,,
MLP,1184,29,STANDING,SITTING,,
MLP,1185,29,STANDING,SITTING,,
MLP,1345,29,STANDING,SITTING,,
MLP,1502,9,STANDING,SITTING,,
MLP,1503,9,STANDING,SITTING,,
MLP,1504,9,STANDING,SITTING,,
MLP,1510,9,STANDING,SITTING,,
MLP,1513,9,STANDING,SITTING,,
MLP,1514,9,STANDING,SITTING,,
MLP,1517,9,STANDING,SITTING,,
MLP,1522,9,STANDING,SITTING,,
MLP,1638,9,WALKING_UPSTAIRS,WALKING,,
MLP,1639,9,WALKING_UPSTAIRS,WALKING,,
MLP,1642,9,WALKING_UPSTAIRS,WALKING,,
MLP,1643,9,WALKING_UPSTAIRS,WALKING,,
MLP,1645,9,STANDING,SITTING,,
MLP,1646,9,STANDING,SITTING,,
MLP,1647,9,STANDING,SITTING,,
MLP,1653,9,STANDING,SITTING,,
MLP,1654,9,STANDING,SITTING,,
MLP,1655,9,STANDING,SITTING,,
MLP,1656,9,STANDING,SITTING,,
MLP,1657,9,STANDING,SITTING,,
MLP,1658,9,STANDING,SITTING,,
MLP,1659,9,STANDING,SITTING,,
MLP,1660,9,STANDING,SITTING,,
MLP,1661,9,STANDING,SITTING,,
MLP,1662,9,STANDING,SITTING,,
MLP,1663,9,STANDING,SITTING,,
MLP,1664,9,STANDING,SITTING,,
MLP,1665,9,STANDING,SITTING,,
MLP,1666,9,STANDING,SITTING,,
MLP,1673,9,SITTING,WALKING_UPSTAIRS,,
MLP,1674,9,SITTING,LAYING,,
MLP,1675,9,SITTING,STANDING,,
MLP,1676,9,SITTING,STANDING,,
MLP,1677,9,SITTING,STANDING,,
MLP,1678,9,SITTING,STANDING,,
MLP,1679,9,SITTING,STANDING,,
MLP,1696,9,LAYING,STANDING,,
MLP,1697,9,LAYING,STANDING,,
MLP,1702,9,LAYING,STANDING,,
MLP,1703,9,LAYING,STANDING,,
MLP,1707,9,LAYING,STANDING,,
MLP,1708,9,LAYING,STANDING,,
MLP,1709,9,LAYING,STANDING,,
MLP,1710,9,LAYING,STANDING,,
MLP,1711,9,LAYING,STANDING,,
MLP,1714,9,LAYING,STANDING,,
MLP,1718,9,LAYING,STANDING,,
MLP,1766,9,WALKING_UPSTAIRS,WALKING,,
MLP,1914,10,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,,
MLP,1934,10,WALKING_UPSTAIRS,WALKING,,
MLP,1935,10,WALKING_UPSTAIRS,WALKING,,
MLP,1937,10,STANDING,SITTING,,
MLP,1938,10,STANDING,SITTING,,
MLP,1940,10,STANDING,SITTING,,
MLP,1942,10,STANDING,SITTING,,
MLP,1943,10,STANDING,SITTING,,
MLP,1944,10,STANDING,SITTING,,
MLP,1947,10,STANDING,SITTING,,
MLP,1948,10,STANDING,SITTING,,
MLP,1949,10,STANDING,SITTING,,
MLP,1950,10,STANDING,SITTING,,
MLP,1952,10,STANDING,SITTING,,
MLP,1953,10,STANDING,SITTING,,
MLP,1954,10,STANDING,SITTING,,
MLP,1955,10,STANDING,SITTING,,
MLP,1956,10,STANDING,SITTING,,
MLP,1957,10,SITTING,STANDING,,
MLP,1958,10,SITTING,STANDING,,
MLP,1959,10,SITTING,STANDING,,
MLP,1960,10,SITTING,STANDING,,
MLP,1961,10,SITTING,STANDING,,
MLP,1962,10,SITTING,STANDING,,
MLP,1963,10,SITTING,STANDING,,
MLP,1964,10,SITTING,STANDING,,
MLP,1965,10,SITTING,STANDING,,
MLP,1966,10,SITTING,STANDING,,
MLP,1967,10,SITTING,STANDING,,
MLP,1968,10,SITTING,STANDING,,
MLP,1969,10,SITTING,STANDING,,
MLP,1970,10,SITTING,STANDING,,
MLP,1971,10,SITTING,STANDING,,
MLP,1972,10,SITTING,STANDING,,
MLP,1973,10,SITTING,STANDING,,
MLP,1974,10,SITTING,STANDING,,
MLP,1979,10,SITTING,STANDING,,
MLP,1984,10,SITTING,STANDING,,
MLP,1985,10,SITTING,STANDING,,
MLP,1987,10,LAYING,STANDING,,
MLP,1988,10,LAYING,STANDING,,
MLP,1989,10,LAYING,STANDING,,
MLP,1990,10,LAYING,STANDING,,
MLP,1991,10,LAYING,STANDING,,
MLP,1992,10,LAYING,STANDING,,
MLP,1993,10,LAYING,STANDING,,
MLP,1994,10,LAYING,STANDING,,
MLP,1995,10,LAYING,STANDING,,
MLP,1996,10,LAYING,STANDING,,
MLP,1997,10,LAYING,STANDING,,
MLP,1998,10,LAYING,STANDING,,
MLP,1999,10,LAYING,STANDING,,
MLP,2000,10,LAYING,STANDING,,
MLP,2001,10,LAYING,STANDING,,
MLP,2002,10,LAYING,STANDING,,
MLP,2003,10,LAYING,STANDING,,
MLP,2004,10,LAYING,STANDING,,
MLP,2005,10,LAYING,STANDING,,
MLP,2006,10,LAYING,STANDING,,
MLP,2007,10,LAYING,STANDING,,
MLP,2008,10,LAYING,STANDING,,
MLP,2009,10,LAYING,STANDING,,
MLP,2010,10,LAYING,STANDING,,
MLP,2011,10,LAYING,STANDING,,
MLP,2012,10,LAYING,STANDING,,
MLP,2013,10,LAYING,STANDING,,
MLP,2033,10,WALKING,WALKING_DOWNSTAIRS,,
MLP,2034,10,WALKING,WALKING_DOWNSTAIRS,,
MLP,2061,10,WALKING_UPSTAIRS,WALKING,,
MLP,2062,10,WALKING_UPSTAIRS,WALKING,,
MLP,2063,10,WALKING_UPSTAIRS,WALKING,,
MLP,2064,10,WALKING_UPSTAIRS,WALKING,,
MLP,2065,10,WALKING_UPSTAIRS,WALKING,,
MLP,2069,10,WALKING_UPSTAIRS,WALKING,,
MLP,2071,10,WALKING_UPSTAIRS,WALKING,,
MLP,2072,10,WALKING_UPSTAIRS,WALKING,,
MLP,2073,10,WALKING_UPSTAIRS,WALKING,,
MLP,2077,10,WALKING_UPSTAIRS,WALKING,,
MLP,2080,10,WALKING_UPSTAIRS,WALKING,,
MLP,2081,10,WALKING_UPSTAIRS,WALKING,,
MLP,2198,13,WALKING_DOWNSTAIRS,WALKING,,
MLP,2199,13,WALKING_DOWNSTAIRS,WALKING,,
MLP,2212,13,WALKING_DOWNSTAIRS,WALKING,,
MLP,2213,13,WALKING_DOWNSTAIRS,WALKING,,
MLP,2379,13,WALKING_DOWNSTAIRS,WALKING,,
MLP,2541,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2542,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2544,18,WALKING_DOWNSTAIRS,WALKING,,
MLP,2547,18,WALKING_DOWNSTAIRS,WALKING,,
MLP,2548,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2561,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2562,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2563,18,WALKING_DOWNSTAIRS,WALKING,,
MLP,2564,18,WALKING_DOWNSTAIRS,WALKING,,
MLP,2569,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2579,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2580,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2582,18,WALKING_DOWNSTAIRS,STANDING,,
MLP,2583,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2728,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2729,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2730,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2731,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2732,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2733,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2734,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2765,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2770,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2771,18,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS,,
MLP,2806,24,STANDING,SITTING,,
MLP,2937,24,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,,
MLP,3154,24,WALKING_UPSTAIRS,WALKING,,
